Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","209","Eswatini","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","41.83","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","34.95","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2338","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","64.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","20.88","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2342","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","41.66","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","42.41","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2043","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","44.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","33.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2415","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","45.2","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","63.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2099","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","33.84","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","65.12","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2267","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","41.34","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","31.14","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2284","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","44.37","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","49.03","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2298","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","45.66","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","37.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2502","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","41.54","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","71.05","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2990","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","47.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","35.83","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2553","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","44.83","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","96.73","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","1884","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","29.99","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","45.43","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2271","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","47.88","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","45.8","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2708","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","45.64","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","61.96","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2085","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","34.88","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","46.58","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2403","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","49.16","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","41.49","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","1990","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","36.71","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","34.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","95","Honduras","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2352","Fc","Calculated data"
"FBS","Food Balances (2010-)","95","Honduras","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","40.98","Fc","Calculated data"
"FBS","Food Balances (2010-)","95","Honduras","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","63.32","Fc","Calculated data"
"FBS","Food Balances (2010-)","97","Hungary","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2284","Fc","Calculated data"
"FBS","Food Balances (2010-)","97","Hungary","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","39.22","Fc","Calculated data"
"FBS","Food Balances (2010-)","97","Hungary","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","61.69","Fc","Calculated data"
"FBS","Food Balances (2010-)","99","Iceland","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","1974","Fc","Calculated data"
"FBS","Food Balances (2010-)","99","Iceland","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","39.31","Fc","Calculated data"
"FBS","Food Balances (2010-)","99","Iceland","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","52.17","Fc","Calculated data"
"FBS","Food Balances (2010-)","100","India","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2283","Fc","Calculated data"
"FBS","Food Balances (2010-)","100","India","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","49.43","Fc","Calculated data"
"FBS","Food Balances (2010-)","100","India","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","40.05","Fc","Calculated data"
"FBS","Food Balances (2010-)","101","Indonesia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2653","Fc","Calculated data"
"FBS","Food Balances (2010-)","101","Indonesia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","43.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","101","Indonesia","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","54.98","Fc","Calculated data"
"FBS","Food Balances (2010-)","102","Iran (Islamic Republic of)","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2665","Fc","Calculated data"
"FBS","Food Balances (2010-)","102","Iran (Islamic Republic of)","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","58.1","Fc","Calculated data"
"FBS","Food Balances (2010-)","102","Iran (Islamic Republic of)","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","54.74","Fc","Calculated data"
"FBS","Food Balances (2010-)","103","Iraq","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2422","Fc","Calculated data"
"FBS","Food Balances (2010-)","103","Iraq","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","52.3","Fc","Calculated data"
"FBS","Food Balances (2010-)","103","Iraq","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","53.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","104","Ireland","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2801","Fc","Calculated data"
"FBS","Food Balances (2010-)","104","Ireland","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","47.7","Fc","Calculated data"
"FBS","Food Balances (2010-)","104","Ireland","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","67.42","Fc","Calculated data"
"FBS","Food Balances (2010-)","105","Israel","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2704","Fc","Calculated data"
"FBS","Food Balances (2010-)","105","Israel","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","49.72","Fc","Calculated data"
"FBS","Food Balances (2010-)","105","Israel","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","97.25","Fc","Calculated data"
"FBS","Food Balances (2010-)","106","Italy","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2663","Fc","Calculated data"
"FBS","Food Balances (2010-)","106","Italy","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","48.94","Fc","Calculated data"
"FBS","Food Balances (2010-)","106","Italy","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","87.04","Fc","Calculated data"
"FBS","Food Balances (2010-)","109","Jamaica","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2242","Fc","Calculated data"
"FBS","Food Balances (2010-)","109","Jamaica","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","38.81","Fc","Calculated data"
"FBS","Food Balances (2010-)","109","Jamaica","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","38.73","Fc","Calculated data"
"FBS","Food Balances (2010-)","110","Japan","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2122","Fc","Calculated data"
"FBS","Food Balances (2010-)","110","Japan","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","38.85","Fc","Calculated data"
"FBS","Food Balances (2010-)","110","Japan","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","53.45","Fc","Calculated data"
"FBS","Food Balances (2010-)","112","Jordan","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2163","Fc","Calculated data"
"FBS","Food Balances (2010-)","112","Jordan","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","38.56","Fc","Calculated data"
"FBS","Food Balances (2010-)","112","Jordan","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","72.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","108","Kazakhstan","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2414","Fc","Calculated data"
"FBS","Food Balances (2010-)","108","Kazakhstan","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","47.22","Fc","Calculated data"
"FBS","Food Balances (2010-)","108","Kazakhstan","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","67.49","Fc","Calculated data"
"FBS","Food Balances (2010-)","114","Kenya","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","1947","Fc","Calculated data"
"FBS","Food Balances (2010-)","114","Kenya","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","46.03","Fc","Calculated data"
"FBS","Food Balances (2010-)","114","Kenya","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","31.63","Fc","Calculated data"
"FBS","Food Balances (2010-)","83","Kiribati","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2715","Fc","Calculated data"
"FBS","Food Balances (2010-)","83","Kiribati","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","35.18","Fc","Calculated data"
"FBS","Food Balances (2010-)","83","Kiribati","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","98.56","Fc","Calculated data"
"FBS","Food Balances (2010-)","118","Kuwait","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2794","Fc","Calculated data"
"FBS","Food Balances (2010-)","118","Kuwait","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","51.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","118","Kuwait","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","67.19","Fc","Calculated data"
"FBS","Food Balances (2010-)","113","Kyrgyzstan","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2139","Fc","Calculated data"
"FBS","Food Balances (2010-)","113","Kyrgyzstan","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","49.96","Fc","Calculated data"
"FBS","Food Balances (2010-)","113","Kyrgyzstan","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","36.89","Fc","Calculated data"
"FBS","Food Balances (2010-)","120","Lao People's Democratic Republic","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2479","Fc","Calculated data"
"FBS","Food Balances (2010-)","120","Lao People's Democratic Republic","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","56.78","Fc","Calculated data"
"FBS","Food Balances (2010-)","120","Lao People's Democratic Republic","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","26.76","Fc","Calculated data"
"FBS","Food Balances (2010-)","119","Latvia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2289","Fc","Calculated data"
"FBS","Food Balances (2010-)","119","Latvia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","39.32","Fc","Calculated data"
"FBS","Food Balances (2010-)","119","Latvia","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","56.68","Fc","Calculated data"
"FBS","Food Balances (2010-)","121","Lebanon","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2506","Fc","Calculated data"
"FBS","Food Balances (2010-)","121","Lebanon","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","46.12","Fc","Calculated data"
"FBS","Food Balances (2010-)","121","Lebanon","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","65.37","Fc","Calculated data"
"FBS","Food Balances (2010-)","122","Lesotho","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","1916","Fc","Calculated data"
"FBS","Food Balances (2010-)","122","Lesotho","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","43.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","122","Lesotho","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","34.47","Fc","Calculated data"
"FBS","Food Balances (2010-)","123","Liberia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2024","Fc","Calculated data"
"FBS","Food Balances (2010-)","123","Liberia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","31.45","Fc","Calculated data"
"FBS","Food Balances (2010-)","123","Liberia","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","36.66","Fc","Calculated data"
"FBS","Food Balances (2010-)","124","Libya","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2711","Fc","Calculated data"
"FBS","Food Balances (2010-)","124","Libya","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","52.05","Fc","Calculated data"
"FBS","Food Balances (2010-)","124","Libya","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","69","Fc","Calculated data"
"FBS","Food Balances (2010-)","126","Lithuania","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2450","Fc","Calculated data"
"FBS","Food Balances (2010-)","126","Lithuania","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","48.16","Fc","Calculated data"
"FBS","Food Balances (2010-)","126","Lithuania","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","41.14","Fc","Calculated data"
"FBS","Food Balances (2010-)","256","Luxembourg","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2320","Fc","Calculated data"
"FBS","Food Balances (2010-)","256","Luxembourg","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","42.39","Fc","Calculated data"
"FBS","Food Balances (2010-)","256","Luxembourg","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","51.78","Fc","Calculated data"
"FBS","Food Balances (2010-)","129","Madagascar","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","1785","Fc","Calculated data"
"FBS","Food Balances (2010-)","129","Madagascar","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","33.8","Fc","Calculated data"
"FBS","Food Balances (2010-)","129","Madagascar","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","15.13","Fc","Calculated data"
"FBS","Food Balances (2010-)","130","Malawi","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2314","Fc","Calculated data"
"FBS","Food Balances (2010-)","130","Malawi","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","55.39","Fc","Calculated data"
"FBS","Food Balances (2010-)","130","Malawi","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","30.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","131","Malaysia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2414","Fc","Calculated data"
"FBS","Food Balances (2010-)","131","Malaysia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","34.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","131","Malaysia","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","66.88","Fc","Calculated data"
"FBS","Food Balances (2010-)","132","Maldives","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","1664","Fc","Calculated data"
"FBS","Food Balances (2010-)","132","Maldives","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","30.86","Fc","Calculated data"
"FBS","Food Balances (2010-)","132","Maldives","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","20.76","Fc","Calculated data"
"FBS","Food Balances (2010-)","133","Mali","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2654","Fc","Calculated data"
"FBS","Food Balances (2010-)","133","Mali","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","62.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","133","Mali","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","40.26","Fc","Calculated data"
"FBS","Food Balances (2010-)","134","Malta","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2467","Fc","Calculated data"
"FBS","Food Balances (2010-)","134","Malta","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","44.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","134","Malta","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","60.7","Fc","Calculated data"
"FBS","Food Balances (2010-)","136","Mauritania","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2435","Fc","Calculated data"
"FBS","Food Balances (2010-)","136","Mauritania","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","51.67","Fc","Calculated data"
"FBS","Food Balances (2010-)","136","Mauritania","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","44.69","Fc","Calculated data"
"FBS","Food Balances (2010-)","137","Mauritius","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2540","Fc","Calculated data"
"FBS","Food Balances (2010-)","137","Mauritius","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","45.47","Fc","Calculated data"
"FBS","Food Balances (2010-)","137","Mauritius","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","67.68","Fc","Calculated data"
"FBS","Food Balances (2010-)","138","Mexico","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2463","Fc","Calculated data"
"FBS","Food Balances (2010-)","138","Mexico","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","46.76","Fc","Calculated data"
"FBS","Food Balances (2010-)","138","Mexico","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","51.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","141","Mongolia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","1572","Fc","Calculated data"
"FBS","Food Balances (2010-)","141","Mongolia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","29.98","Fc","Calculated data"
"FBS","Food Balances (2010-)","141","Mongolia","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","33.27","Fc","Calculated data"
"FBS","Food Balances (2010-)","273","Montenegro","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2293","Fc","Calculated data"
"FBS","Food Balances (2010-)","273","Montenegro","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","44.52","Fc","Calculated data"
"FBS","Food Balances (2010-)","273","Montenegro","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","49.71","Fc","Calculated data"
"FBS","Food Balances (2010-)","143","Morocco","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","3029","Fc","Calculated data"
"FBS","Food Balances (2010-)","143","Morocco","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","71.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","143","Morocco","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","50.77","Fc","Calculated data"
"FBS","Food Balances (2010-)","144","Mozambique","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2028","Fc","Calculated data"
"FBS","Food Balances (2010-)","144","Mozambique","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","40.02","Fc","Calculated data"
"FBS","Food Balances (2010-)","144","Mozambique","684","Fat supply quantity (g/capita/day)","2903","Vegetal Products","2019","2019","g/capita/day","36.35","Fc","Calculated data"
"FBS","Food Balances (2010-)","28","Myanmar","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2019","2019","kcal/capita/day","2209","Fc","Calculated data"
